code,parent_code,name
V07.39,V07.3,Need for other prophylactic chemotherapy
861.3,861,"Lung injury, with open wound into thorax"
861.2,861,"Lung injury, without mention of open wound into thorax"
861.1,861,"Heart injury, with open wound into thorax"
861.0,861,"Heart injury, without mention of open wound into thorax"
676.2,676,Engorgement of breasts associated with childbirth
676.4,676,Failure of lactation
676.8,676,Other disorders of lactation
676.9,676,Unspecified disorder of lactation
676.0,676,Retracted nipple associated with childbirth
676.5,676,Suppressed lactation
676.6,676,Galactorrhea
676.1,676,Cracked nipple associated with childbirth
676.3,676,Other and unspecified disorder of breast associated with childbirth
866.0,866,Injury to kidney without mention of open wound into cavity
866.1,866,Injury to kidney with open wound into cavity
727.42,727.4,Ganglion of tendon sheath
E928.4,E928,External constriction caused by hair
711.46,711.4,"Arthropathy associated with other bacterial diseases, lower leg"
360.53,360.5,"Foreign body, magnetic, in lens"
315.39,315.3,Other developmental speech or language disorder
410.30,410.3,"Acute myocardial infarction of inferoposterior wall, episode of care unspecified"
E936.2,E936,Succinimides causing adverse effects in therapeutic use
569.41,569.4,Ulcer of anus and rectum
010.13,010.1,"Tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli found (in sputum) by microscopy"
E908.1,E908,Tornado
E957.1,E957,Suicide and self-inflicted injuries by jumping from other man-made structures
E861,E860-E869.9,"Accidental poisoning by cleansing and polishing agents, disinfectants, paints, and varnishes"
530.19,530.1,Other esophagitis
813.18,813.1,"Open fracture of radius with ulna, upper end (any part)"
854.04,854.0,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
810.11,810.1,Open fracture of sternal end of clavicle
445.01,445.0,Atheroembolism of upper extremity
E913.9,E913,Accidental mechanical suffocation by unspecified means
388.01,388.0,Presbyacusis
E913,E910-E915.9,Accidental mechanical suffocation
654.92,654.9,"Other and unspecified abnormality of organs and soft tissues of pelvis, delivered, with mention of postpartum complication"
663.93,663.9,"Unspecified umbilical cord complication complicating labor and delivery, antepartum condition or complication"
442.81,442.8,Aneurysm of artery of neck
E999,E990-E999.9,Late effect of injury due to war operations and terrorism
362.52,362.5,Exudative senile macular degeneration
525.4,525,Complete edentulism
525.0,525,Exfoliation of teeth due to systemic causes
525.3,525,Retained dental root
525.2,525,Atrophy of edentulous alveolar ridge
525.5,525,Partial edentulism
525.1,525,"Loss of teeth due to trauma, extraction, or periodontal disease"
525.6,525,Unsatisfactory restoration of tooth
525.9,525,Unspecified disorder of the teeth and supporting structures
525.7,525,Endosseous dental implant failure
525.8,525,Other specified disorders of the teeth and supporting structures
381.19,381.1,Other chronic serous otitis media
E800,E800-E807.9,Railway accident involving collision with rolling stock
379.14,379.1,"Anterior staphyloma, localized"
364.82,364.8,Plateau iris syndrome
017.81,017.8,"Tuberculosis of esophagus, bacteriological or histological examination not done"
038.41,038.4,Septicemia due to hemophilus influenzae [H. influenzae]
364.24,364.2,Vogt-koyanagi syndrome
801.16,801.1,"Closed fracture of base of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration"
764.03,764.0,"""Light-for-dates"" without mention of fetal malnutrition, 750-999 grams"
309.0,309,Adjustment disorder with depressed mood
309.9,309,Unspecified adjustment reaction
309.3,309,Adjustment disorder with disturbance of conduct
309.4,309,Adjustment disorder with mixed disturbance of emotions and conduct
309.8,309,Other specified adjustment reactions
309.1,309,Prolonged depressive reaction
309.2,309,Adjustment reaction with predominant disturbance of other emotions
784.92,784.9,Jaw pain
008.41,008.4,Intestinal infection due to staphylococcus
680.8,680,Carbuncle and furuncle of other specified sites
680.6,680,"Carbuncle and furuncle of leg, except foot"
680.2,680,Carbuncle and furuncle of trunk
680.1,680,Carbuncle and furuncle of neck
680.7,680,Carbuncle and furuncle of foot
680.0,680,Carbuncle and furuncle of face
680.4,680,Carbuncle and furuncle of hand
680.3,680,Carbuncle and furuncle of upper arm and forearm
680.5,680,Carbuncle and furuncle of buttock
680.9,680,Carbuncle and furuncle of unspecified site
802.31,802.3,"Open fracture of mandible, condylar process"
636.92,636.9,"Illegally induced abortion, without mention of complication, complete"
252.02,252.0,"Secondary hyperparathyroidism, non-renal"
249.20,249.2,"Secondary diabetes mellitus with hyperosmolarity, not stated as uncontrolled, or unspecified"
E003.0,E003,Activities involving ice skating
923.09,923.0,Contusion of multiple sites of shoulder and upper arm
674.40,674.4,"Placental polyp, unspecified as to episode of care or not applicable"
646.54,646.5,"Asymptomatic bacteriuria in pregnancy, postpartum condition or complication"
V58.68,V58.6,Long term (current) use of bisphosphonates
942.09,942.0,Burn of unspecified degree of other and multiple sites of trunk
952.15,952.1,T7-T12 level with unspecified spinal cord injury
202.94,202.9,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of axilla and upper limb"
017.12,017.1,"Erythema nodosum with hypersensitivity reaction in tuberculosis, bacteriological or histological examination unknown (at present)"
359.71,359.7,Inclusion body myositis
743.49,743.4,Other congenital anomalies of anterior segment
V54.02,V54.0,Encounter for lengthening/adjustment of growth rod
E811.6,E811,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle injuring pedal cyclist
296.64,296.6,"Bipolar I disorder, most recent episode (or current) mixed, severe, specified as with psychotic behavior"
924.01,924.0,Contusion of hip
754.31,754.3,"Congenital dislocation of hip, bilateral"
851.02,851.0,"Cortex (cerebral) contusion without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
E987.9,E987,"Falling from unspecified site, undetermined whether accidentally or purposely inflicted"
764.02,764.0,"""Light-for-dates"" without mention of fetal malnutrition, 500-749 grams"
368.44,368.4,Other localized visual field defect
664.24,664.2,"Third-degree perineal laceration, postpartum condition or complication"
V76.43,V76.4,Screening for malignant neoplasms of skin
655.33,655.3,"Suspected damage to fetus from viral disease in the mother, affecting management of mother, antepartum condition or complication"
335.0,335,Werdnig-Hoffmann disease
335.2,335,Motor neuron disease
335.9,335,"Anterior horn cell disease, unspecified"
335.1,335,Spinal muscular atrophy
335.8,335,Other anterior horn cell diseases
E996.2,E996,Injury due to war operations by thermal radiation effect of nuclear weapon
948.75,948.7,"Burn [any degree] involving 70-79 percent of body surface with third degree burn, 50-59%"
372.61,372.6,Granuloma of conjunctiva
011.76,011.7,"Tuberculous pneumothorax, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
788.63,788.6,Urgency of urination
153.6,153,Malignant neoplasm of ascending colon
153.2,153,Malignant neoplasm of descending colon
153.0,153,Malignant neoplasm of hepatic flexure
153.5,153,Malignant neoplasm of appendix vermiformis
153.4,153,Malignant neoplasm of cecum
153.7,153,Malignant neoplasm of splenic flexure
153.9,153,"Malignant neoplasm of colon, unspecified site"
153.1,153,Malignant neoplasm of transverse colon
153.3,153,Malignant neoplasm of sigmoid colon
153.8,153,Malignant neoplasm of other specified sites of large intestine
665.41,665.4,"High vaginal laceration, delivered, with or without mention of antepartum condition"
E884.0,E884,Accidental fall from playground equipment
748.61,748.6,Congenital bronchiectasis
660.21,660.2,"Obstruction by abnormal pelvic soft tissues during labor, delivered, with or without mention of antepartum condition"
017.95,017.9,"Tuberculosis of other specified organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
806.15,806.1,Open fracture of C5-C7 level with unspecified spinal cord injury
995.67,995.6,Anaphylactic reaction due to milk products
646.90,646.9,"Unspecified complication of pregnancy, unspecified as to episode of care or not applicable"
E012.9,E012,Activity involving other arts and handcrafts
836.54,836.5,"Lateral dislocation of tibia, proximal end, closed"
202.33,202.3,"Malignant histiocytosis, intra-abdominal lymph nodes"
E819.3,E819,Motor vehicle traffic accident of unspecified nature injuring passenger on motorcycle
835.03,835.0,Other closed anterior dislocation of hip
814.08,814.0,Closed fracture of hamate [unciform] bone of wrist
312.32,312.3,Kleptomania
945.02,945.0,Burn of unspecified degree of foot
V82.89,V82.8,Special screening for other specified conditions
780.5,780,Sleep disturbances
780.2,780,Syncope and collapse
780.7,780,Malaise and fatigue
780.3,780,Convulsions
780.4,780,Dizziness and giddiness
780.1,780,Hallucinations
780.6,780,Fever and other physiologic disturbances of temperature regulation
780.0,780,Alteration of consciousness
780.9,780,Other general symptoms
780.8,780,Generalized hyperhidrosis
E920.9,E920,Accidents caused by unspecified cutting and piercing instrument or object
780.02,780.0,Transient alteration of awareness
115.93,115.9,"Histoplasmosis, unspecified, pericarditis"
648.84,648.8,"Abnormal glucose tolerance of mother, postpartum condition or complication"
V10.87,V10.8,Personal history of malignant neoplasm of thyroid
295.83,295.8,"Other specified types of schizophrenia, subchronic with acute exacerbation"
730.34,730.3,"Periostitis, without mention of osteomyelitis, hand"
970.1,970,Poisoning by opiate antagonists
970.9,970,Poisoning by unspecified central nervous system stimulant
970.8,970,Poisoning by other specified central nervous system stimulants
970.0,970,Poisoning by analeptics
295.91,295.9,"Unspecified schizophrenia, subchronic"
V54.22,V54.2,Aftercare for healing pathologic fracture of lower arm
371.58,371.5,Other posterior corneal dystrophies
755.54,755.5,Madelung's deformity
604.99,604.9,"Other orchitis, epididymitis, and epididymo-orchitis, without mention of abscess"
E007.2,E007,Activities involving rugby
366.13,366.1,Anterior subcapsular polar senile cataract
008.67,008.6,Enteritis due to enterovirus nec
362.23,362.2,"Retinopathy of prematurity, stage 1"
676.80,676.8,"Other disorders of lactation, unspecified as to episode of care or not applicable"
E800.9,E800,Railway accident involving collision with rolling stock and injuring unspecified person
383.89,383.8,Other disorders of mastoid
719.05,719.0,"Effusion of joint, pelvic region and thigh"
349.89,349.8,Other specified disorders of nervous system
369.62,369.6,One eye: total vision impairment; other eye: near-normal vision
737.11,737.1,Kyphosis due to radiation
815.01,815.0,Closed fracture of base of thumb [first] metacarpal
295.53,295.5,"Latent schizophrenia, subchronic with acute exacerbation"
642.31,642.3,"Transient hypertension of pregnancy, delivered , with or without mention of antepartum condition"
405.9,405,Unspecified secondary hypertension
405.1,405,Benign secondary hypertension
405.0,405,Malignant secondary hypertension
173.20,173.2,Unspecified malignant neoplasm of skin of ear and external auditory canal
011.96,011.9,"Pulmonary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
201.58,201.5,"Hodgkin's disease, nodular sclerosis, lymph nodes of multiple sites"
V61.08,V61.0,Family disruption due to other extended absence of family member
201.0,201,Hodgkin's paragranuloma
201.6,201,"Hodgkin's disease, mixed cellularity"
201.2,201,Hodgkin's sarcoma
201.7,201,"Hodgkin's disease, lymphocytic depletion"
201.9,201,"Hodgkin's disease, unspecified type"
201.4,201,"Hodgkin's disease, lymphocytic-histiocytic predominance"
201.5,201,"Hodgkin's disease, nodular sclerosis"
201.1,201,Hodgkin's granuloma
